species_id,phylum_lat,class_lat,order_lat,family_lat,taxon_lat_original,taxon_lat,genus_lat,nativeness_hu,Maximum magasság,Életforma,Szociális magatartási típus,Flóraelem besorolás,invasion_status_hu,Terjedési stratégia,Virágzás kezdete,Virágzás időtartama,WZ,WB,FS,ELLF,RZ,LB,ELLS,NS,NB,ELLN
2575,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trigonella gladiata Steven,Trigonella gladiata,Trigonella,őshonos,15,Th,Su,MED,,Allium,4,3,1,1,1,,5,9,,1,1,
2576,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Trigonella procumbens (Besser) Rchb.,Trigonella procumbens,Trigonella,őshonos,60,Th,DT,PoM,,Allium,6,2,,4,2-3,,,8,,2,4,
2577,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Trinia glauca (L.) Dumort.,Trinia glauca,Trinia,őshonos,30,He,G,SME,,Allium,4,3,1,1,1-2,1,4,9,0,1,1,1
2578,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Trinia ramosissima (Fisch.) W.D.J. Koch,Trinia ramosissima,Trinia,őshonos,80,He,S,,,Allium,5,2,4,3,1,,4,8,,1,1,
2579,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum inodorum (L.) Schultz-Bip.,Tripleurospermum inodorum,Tripleurospermum,idegenhonos,80,Th-HT,W,EUA,meghonosodott faj,Allium,4,8,6,5,0,,4,8,0,3-4,7,6
2580,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum tenuifolium (Kit.) Freyn,Tripleurospermum tenuifolium,Tripleurospermum,idegenhonos,150,Th-HT,W,BAL,meghonosodott faj,Allium,5,3,3,4,0,,0,8,,3-4,6,
2581,Angiospermae,Liliopsida,Poales,Poaceae,Trisetum flavescens (L.) Beauv.,Trisetum flavescens,Trisetum,őshonos,80,He,S,CIR,,Allium,5,2,6,6,3,,0,7,0,2-3,5,5
2582,Angiospermae,Liliopsida,Poales,Poaceae,Triticum aestivum L.,Triticum aestivum,Triticum,idegenhonos,120,Th,,,alkalmi faj,Allium,5,2,,,,,,,,,,
2583,Angiospermae,Liliopsida,Poales,Poaceae,Triticum monococcum L.,Triticum monococcum,Triticum,idegenhonos,100,Th,,,alkalmi faj,Allium,6,1,,,,,,,,,,
2584,Angiospermae,Liliopsida,Poales,Poaceae,Triticum turgidum L.,Triticum turgidum,Triticum,idegenhonos,160,Th,,,alkalmi faj,Allium,5,2,,,,,,,,,,
2585,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Trollius europaeus L.,Trollius europaeus,Trollius,őshonos,100,He,Sr,EUR,,Allium,5,1,7,7,4,7,3,9,0,2-3,6,5
2586,Angiospermae,Liliopsida,Liliales,Liliaceae,Tulipa gesneriana L.,Tulipa gesneriana,Tulipa,idegenhonos,50,Ge,,,alkalmi faj,Allium,4,2,,,,,,,,,,
2587,Angiospermae,Liliopsida,Liliales,Liliaceae,Tulipa sylvestris L.,Tulipa sylvestris,Tulipa,idegenhonos,45,Ge,I,ADV,alkalmi faj,Allium,4,2,,,2,4,,,0,,,5
2588,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Turgenia latifolia (L.) Hoffm.,Turgenia latifolia,Turgenia,idegenhonos,50,Th,,,meghonosodott faj,Bidens,6,2,,,,3,,,0,,,3
2589,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tussilago farfara L.,Tussilago farfara,Tussilago,őshonos,30,Ge,DT,EUA,,Epilobium,3,3,5,5,3,6,4,9,0,3-4,6,
2590,Angiospermae,Liliopsida,Poales,Typhaceae,Typha angustifolia L.,Typha angustifolia,Typha,őshonos,250,HH(Ge),C,KOZ,,Phragmites,6,3,10,10,5,10,4,8,1,3-4,7,7
2591,Angiospermae,Liliopsida,Poales,Typhaceae,Typha latifolia L.,Typha latifolia,Typha,őshonos,250,HH(Ge),C,CIR,,Phragmites,6,3,10,10,5,10,4,8,1,3-4,8,8
2592,Angiospermae,Liliopsida,Poales,Typhaceae,Typha laxmannii Lepech.,Typha laxmannii,Typha,idegenhonos,100,HH(Ge),A,ADV,meghonosodott faj,Phragmites,6,3,,10,5,,,8,,3,6,
2593,Angiospermae,Liliopsida,Poales,Typhaceae,Typha minima Hoppe,Typha minima,Typha,őshonos,70,HH(Ge),Sr,EUA,,Phragmites,5,2,,9,5,9,,8,0,1-2,2,2
2594,Angiospermae,Liliopsida,Poales,Typhaceae,Typha shuttleworthii W.D.J. Koch et Sond.,Typha shuttleworthii,Typha,nem megerősített,150,HH(Ge),A,CEU,,Phragmites,6,2,,10,5,10,,8,0,3-4,3,3
2595,Angiospermae,Magnoliopsida,Rosales,Ulmaceae,Ulmus glabra Huds.,Ulmus glabra,Ulmus,őshonos,4000,MM,G,EUR,,Epilobium,3,2,7,7,3-4,6,3,4,0,3-4,7,7
2596,Angiospermae,Magnoliopsida,Rosales,Ulmaceae,Ulmus laevis Pall.,Ulmus laevis,Ulmus,őshonos,4000,MM,S,EUR,,Epilobium,3,2,7,8,3-4,8,3,4,0,3-4,7,7
2597,Angiospermae,Magnoliopsida,Rosales,Ulmaceae,Ulmus minor Mill.,Ulmus minor,Ulmus,őshonos,4000,MM,G,CEU,,Epilobium,3,2,7,7,3-4,,4,5,0,0,6,
2598,Angiospermae,Magnoliopsida,Rosales,Ulmaceae,Ulmus pumila L.,Ulmus pumila,Ulmus,idegenhonos,1000,MM,,,özönfaj,Epilobium,3,2,,,,,,,,,,
2599,Angiospermae,Magnoliopsida,Rosales,Urticaceae,Urtica dioica L.,Urtica dioica,Urtica,őshonos,120,Ge,DT,KOZ,,Allium,5,6,5,7,3-4,6,4,6,0,4-5,9,9
2600,Angiospermae,Magnoliopsida,Rosales,Urticaceae,Urtica kioviensis Rogow.,Urtica kioviensis,Urtica,őshonos,100,Ge(-HH),Sr,PoP,,Allium,7,3,,9,4,10,,7,0,3,7,6
2601,Angiospermae,Magnoliopsida,Rosales,Urticaceae,Urtica urens L.,Urtica urens,Urtica,idegenhonos,50,Th,W,KOZ,meghonosodott faj,Allium,5,6,,5,3,5,,7,0,4-5,8,8
2602,Angiospermae,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia australis R. Br.,Utricularia australis,Utricularia,őshonos,,HH,NP,AsM,,Wolffia,6,3,,12,5,,,9,,,3,
2603,Angiospermae,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia bremii Heer,Utricularia bremii,Utricularia,őshonos,,HH,Sr,SAT,,Wolffia,6,3,,12,6,12,,8,0,,2,2
2604,Angiospermae,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia gibba L.,Utricularia gibba,Utricularia,idegenhonos,,HH,,,meghonosodott faj,Wolffia,6,4,,,,,,,,,,
2605,Angiospermae,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia minor L.,Utricularia minor,Utricularia,őshonos,,HH,Sr,CIR,,Wolffia,6,3,,12,5,12,,8,0,2,1,2
2606,Angiospermae,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia vulgaris L.,Utricularia vulgaris,Utricularia,őshonos,,HH,NP,CIR,,Wolffia,6,4,11,12,5,12,4,7,0,3,5,3
2607,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Vaccaria hispanica (Mill.) Rauschert,Vaccaria hispanica,Vaccaria,idegenhonos,70,Th,W,EUA,meghonosodott faj,Allium,6,3,,4,3,2,,7,0,2-3,5,3
2608,Angiospermae,Magnoliopsida,Ericales,Ericaceae,Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh.,Vaccinium microcarpum,Vaccinium,őshonos,,,,,,Cornus,,,,,,9,,,0,,,1
2609,Angiospermae,Magnoliopsida,Ericales,Ericaceae,Vaccinium myrtillus L.,Vaccinium myrtillus,Vaccinium,őshonos,40,Ch-N,S,CIR,,Cornus,5,2,4,4,2-3,,1,5,0,2,2,3
2610,Angiospermae,Magnoliopsida,Ericales,Ericaceae,Vaccinium oxycoccos L.,Vaccinium oxycoccos,Vaccinium,őshonos,10,Ch,Su,BOR,,Cornus,6,2,9,9,4-5,9,1,8,0,1,1,1
2611,Angiospermae,Magnoliopsida,Ericales,Ericaceae,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea,Vaccinium,őshonos,15,Ch,Sr,CIR,,Cornus,5,2,5,5,2-3,4,1,5,0,2,2,1
2612,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana dioica L.,Valeriana dioica,Valeriana,őshonos,60,He,G,SAT,,Phragmites,5,2,8,8,4,8,0,7,0,2-3,2,2
2613,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana officinalis L.,Valeriana officinalis,Valeriana,őshonos,150,He,G,EUA,,Epilobium,5,4,4,8,3-4,8,4,7,0,2-3,5,5
2614,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana simplicifolia (Rchb.) Kabath,Valeriana simplicifolia,Valeriana,őshonos,60,He,,,,Phragmites,5,2,,,,,,,,,,
2615,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana tripteris L.,Valeriana tripteris,Valeriana,őshonos,60,He,Sr,CEA,,Epilobium,5,3,6,6,3,5,5,7,0,3,2,2
2616,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella carinata Loisel.,Valerianella carinata,Valerianella,rejtett honosságú,20,Th,NP,SME,meghonosodott faj,Allium,4,2,,3,1-2,4,,7,0,,3,
2617,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella coronata (L.) DC.,Valerianella coronata,Valerianella,őshonos,30,Th,NP,SME,,Allium,5,2,5,1,1,,4,8,,1,1,
2618,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella dentata (L.) Pollich,Valerianella dentata,Valerianella,idegenhonos,40,Th,W,EUA,meghonosodott faj,Allium,5,4,3,3,2,4,4,7,0,,2,
2619,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella locusta (L.) Laterr.,Valerianella locusta,Valerianella,idegenhonos,20,Th,DT,SME,meghonosodott faj,Allium,4,2,3,4,2-3,5,4,7,0,,3,6
2620,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella pumila (L.) DC.,Valerianella pumila,Valerianella,őshonos,30,Th,NP,SME,,Allium,5,2,,2,2,,,8,,,1,
2621,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella rimosa Bastard,Valerianella rimosa,Valerianella,rejtett honosságú,30,Th,W,SME,meghonosodott faj,Allium,5,4,,4,1-2,4,,6,0,,3,5
2622,Angiospermae,Liliopsida,Alismatales,Hydrocharitaceae,Vallisneria gigantea Graebn.,Vallisneria gigantea,Vallisneria,idegenhonos,100,HH,,,átalakító faj,Wolffia,7,4,,,,,,,,,,
2623,Angiospermae,Liliopsida,Alismatales,Hydrocharitaceae,Vallisneria spiralis L.,Vallisneria spiralis,Vallisneria,idegenhonos,100,HH,A,ADV,meghonosodott faj,Wolffia,7,4,11,12,5,12,4,6,0,2,4,7
2624,Angiospermae,Liliopsida,Poales,Poaceae,Ventenata dubia (Leers) Coss.,Ventenata dubia,Ventenata,őshonos,50,Th,DT,SME,,Allium,6,2,2,3,2,3,2,8,0,2-3,4,3
2625,Angiospermae,Liliopsida,Liliales,Melanthiaceae,Veratrum album L.,Veratrum album,Veratrum,őshonos,175,Ge-He,S,EUA,,Allium,6,3,7,7,3,,4,7,0,2-3,6,6
2626,Angiospermae,Liliopsida,Liliales,Melanthiaceae,Veratrum nigrum L.,Veratrum nigrum,Veratrum,őshonos,100,Ge-He,S,CON,,Allium,7,2,4,5,2-3,,3,6,,2-3,5,
2627,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum blattaria L.,Verbascum blattaria,Verbascum,őshonos,100,HT,DT,EUA,,Allium,6,3,,3,0,3,,8,1,2-3,6,6
2628,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum chaixii Vill. subsp. austriacum (Schott) Hayek,Verbascum chaixii,Verbascum,őshonos,100,He,G,PaB,,Allium,6,4,3,3,2-3,,4,7,,2-3,5,
2629,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum densiflorum Bertol.,Verbascum densiflorum,Verbascum,őshonos,100,HT,W,EUR,,Allium,6,5,,4,3,4,,8,0,3,5,5
2630,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum lychnitis L.,Verbascum lychnitis,Verbascum,őshonos,120,HT,G,EUR,,Allium,5,5,1,3,2,3,4,7,0,3,8,3
2631,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum nigrum L.,Verbascum nigrum,Verbascum,őshonos,120,He,DT,EUA,,Allium,6,4,3,4,2-3,5,4,7,0,3-4,7,7
2632,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum phlomoides L.,Verbascum phlomoides,Verbascum,őshonos,100,HT,W,SME,,Allium,,,,4,2-3,4,,8,0,3,6,6
2633,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum phoeniceum L.,Verbascum phoeniceum,Verbascum,őshonos,70,HT,G,PON,,Allium,5,3,2,2,2-3,3,4,8,0,2,2,2
2634,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum pulverulentum Vill.,Verbascum pulverulentum,Verbascum,őshonos,120,HT,DT,AsM,,Allium,6,3,,4,2,3,,8,0,2,4,5
2635,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum speciosum Schrad.,Verbascum speciosum,Verbascum,idegenhonos,150,HT,DT,BAL,meghonosodott faj,Allium,6,5,3,3,2,,4,8,,2-3,5,
2636,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum thapsus L.,Verbascum thapsus,Verbascum,őshonos,150,HT,W,EUA,,Allium,6,5,3,3,2,4,3,8,0,3,7,7
2637,Angiospermae,Magnoliopsida,Lamiales,Verbenaceae,Verbena officinalis L.,Verbena officinalis,Verbena,idegenhonos,60,HT-He,W,KOZ,meghonosodott faj,Allium,6,4,4,4,2-3,5,4,9,0,3-4,6,7
2638,Angiospermae,Magnoliopsida,Lamiales,Verbenaceae,Verbena supina L.,Verbena supina,Verbena,őshonos,10,Th,NP,PoM,,Allium,6,3,,8,4,,,9,,,2,
2639,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica acinifolia L.,Veronica acinifolia,Veronica,őshonos,15,Th,G,AsM,,Allium,4,3,,7,3-4,7,,7,0,2,3,3
2640,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica agrestis L.,Veronica agrestis,Veronica,idegenhonos,10,Th,W,SAT,alkalmi faj,Allium,4,6,,6,3,6,,5,0,3-4,7,7
2641,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica anagallis-aquatica L.,Veronica anagallis-aquatica,Veronica,őshonos,60,He,S,KOZ,,Sparganium,6,5,9,9,4-5,,0,7,,3,7,
2642,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica anagalloides Guss.,Veronica anagalloides,Veronica,őshonos,60,Th(-He?),DT,EUA,,Sparganium,6,5,8,8,4-5,9,4,7,0,3,6,5
2643,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica arvensis L.,Veronica arvensis,Veronica,idegenhonos,40,Th,DT,EUA,meghonosodott faj,Allium,3,3,,5,3,,,5,0,2-3,5,
2644,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica austriaca L. s. l.,Veronica austriaca,Veronica,őshonos,50,He,G,PON,,Allium,5,3,1,2,2-3,3,4,8,0,1-2,1,2
2645,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica beccabunga L.,Veronica beccabunga,Veronica,őshonos,20,He,S,EUA,,Sparganium,5,5,9,10,4-5,10,4,7,0,3,6,6
2646,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica catenata Pennell,Veronica catenata,Veronica,őshonos,50,Th(-He?),S,CIR,,Sparganium,6,4,,9,4-5,9,,7,0,3,7,7
2647,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica chamaedrys agg.,Veronica chamaedrys,Veronica,őshonos,50,He,DT,EUA,,Allium,4,3,4,5,3,5,4,6,0,2-3,5,
2648,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica dillenii Crantz,Veronica dillenii,Veronica,őshonos,30,Th,NP,EUA,,Allium,4,2,,2,2,2,,9,0,1,1,2
2649,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica filiformis Sm.,Veronica filiformis,Veronica,idegenhonos,10,He,,,meghonosodott faj,Allium,4,2,,,,5,,,0,,,7
2650,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica hederifolia agg.,Veronica hederifolia,Veronica,rejtett honosságú,10,Th,W,EUA,meghonosodott faj,Allium,3,3,4,4,3,5,4,6,0,3,7,7
2651,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica jacquinii Baumg.,Veronica jacquinii,Veronica,őshonos,60,He,,,,Allium,5,3,,,,,,,,,,
2652,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica montana L.,Veronica montana,Veronica,őshonos,15,He,S,EUR,,Allium,5,3,6,6,3,7,3,4,0,2,6,6
2653,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica officinalis L.,Veronica officinalis,Veronica,őshonos,15,He,G,EUA,,Allium,6,3,4,4,3,4,2,5,0,2,3,4
2654,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica opaca Fr.,Veronica opaca,Veronica,idegenhonos,10,Th,W,EUR,meghonosodott faj,Allium,3,8,,4,3,4,,5,0,3,6,6
2655,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica peregrina L.,Veronica peregrina,Veronica,idegenhonos,30,Th,A,ADV,meghonosodott faj,Allium,4,4,,8,,8,,8,0,,6,6
2656,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica persica Poir.,Veronica persica,Veronica,idegenhonos,15,Th-(He),W,ADV,meghonosodott faj,Allium,3,8,,5,3,5,,6,0,3-4,7,7
2657,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica polita Fr.,Veronica polita,Veronica,idegenhonos,10,Th,W,EUA,meghonosodott faj,Allium,3,8,,4,3,4,,5,0,3-4,7,7
2658,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica praecox All.,Veronica praecox,Veronica,őshonos,20,Th,NP,SME,,Allium,3,3,2,2,3,2,3,8,0,1,1,1
2659,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica prostrata L.,Veronica prostrata,Veronica,őshonos,20,He,G,EUA,,Allium,4,3,2,2,2,2,4,8,0,2,1,2
2660,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica scardiaca Griseb.,Veronica scardiaca,Veronica,őshonos,20,He(-Th),S,PaB,,Sparganium,5,6,,9,4-5,,,6,,,4,
2661,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica scutellata L.,Veronica scutellata,Veronica,őshonos,40,He,G,CIR,,Sparganium,6,4,8,9,4-5,9,4,8,0,2,3,3
2662,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica serpyllifolia L.,Veronica serpyllifolia,Veronica,őshonos,40,He,DT,EUA,,Allium,4,3,5,6,3,5,0,7,0,2-3,5,5
2663,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica sublobata M.A. Fisch.,Veronica sublobata,Veronica,őshonos,20,Th,,,,Allium,3,3,,,,,,,,,,
2664,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica teucrium L.,Veronica teucrium,Veronica,őshonos,80,He,G,EUA,,Allium,5,3,3,3,2-3,3,4,7,0,1-2,2,2
2665,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica triloba (Opiz) Wiesb.,Veronica triloba,Veronica,őshonos,5,Th,,,,Allium,3,3,,,,,,,,,,
2666,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica triphyllos L.,Veronica triphyllos,Veronica,idegenhonos,20,Th,NP,EUR,meghonosodott faj,Allium,3,3,3,3,3,4,2,6,0,2,4,4
2667,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica verna L.,Veronica verna,Veronica,őshonos,20,Th,NP,TUR,,Allium,4,2,3,1,2-3,2,2,8,0,1,1,1
2668,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Veronica vindobonensis (M.A. Fisch.) M.A. Fisch.,Veronica vindobonensis,Veronica,őshonos,40,He,,,,Allium,4,3,,,,3,,,0,,,3
2669,Angiospermae,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum lantana L.,Viburnum lantana,Viburnum,őshonos,500,M,G,SME,,Cornus,4,3,4,4,2-3,4,4,6,0,2,3,4
2670,Angiospermae,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum opulus L.,Viburnum opulus,Viburnum,őshonos,400,M,G,CIR,,Cornus,5,2,7,7,3-4,,4,6,0,2-3,6,6
2671,Angiospermae,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum rhytidophyllum Hemsl.,Viburnum rhytidophyllum,Viburnum,idegenhonos,500,M,,,alkalmi faj,Zea,5,2,,,,,,,,,,
2672,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia angustifolia L.,Vicia angustifolia,Vicia,rejtett honosságú,40,Th,DT,EUA,meghonosodott faj,Allium,5,4,3,3,0,,4,7,0,2-3,5,
2673,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia articulata Hornem.,Vicia articulata,Vicia,idegenhonos,70,Th,,ADV,alkalmi faj,Allium,6,3,,,,,,,,,,
2674,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia biennis L.,Vicia biennis,Vicia,őshonos,100,HT(Th),DT,CON,,Allium,6,3,,8,4,,,7,,,7,
2675,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia cassubica L.,Vicia cassubica,Vicia,őshonos,60,He,S,EUR,,Allium,6,2,4,5,2,4,3,5,0,1-2,3,3
2676,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia cracca L.,Vicia cracca,Vicia,idegenhonos,120,He,DT,CIR,meghonosodott faj,Allium,6,2,4,4,2-4,6,3,7,1,0,4,
2677,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia dumetorum L.,Vicia dumetorum,Vicia,őshonos,200,He,G,CEU,,Allium,6,3,5,5,2,5,3,6,0,2,4,4
2678,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia ervilia (L.) Willd.,Vicia ervilia,Vicia,idegenhonos,60,Th,,ADV,alkalmi faj,Allium,6,3,,,,,,,,,,
2679,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia faba L.,Vicia faba,Vicia,idegenhonos,60,Th,I,ADV,alkalmi faj,Zea,5,4,,,,,,,,,,
2680,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia grandiflora Scop.,Vicia grandiflora,Vicia,rejtett honosságú,60,Th,DT,SMO,meghonosodott faj,Allium,5,2,,4,2,4,,7,0,2,4,
2681,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia hirsuta (L.) S.F. Gray,Vicia hirsuta,Vicia,idegenhonos,60,Th,DT,EUA,meghonosodott faj,Allium,5,4,3,3,0,4,4,7,0,1-2,5,4
2682,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia lathyroides L.,Vicia lathyroides,Vicia,őshonos,15,Th,NP,AsM,,Allium,3,3,3,2,1-2,2,3,8,0,1,2,2
2683,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia lutea L.,Vicia lutea,Vicia,idegenhonos,60,Th,W,AsM,meghonosodott faj,Allium,5,2,,4,2,4,,7,1,2,4,5
2684,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia narbonensis L.,Vicia narbonensis,Vicia,rejtett honosságú,60,Th,S,SME,meghonosodott faj,Allium,5,2,,3,2-3,4,,7,0,1,2,5
2685,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia oroboides Wulfen,Vicia oroboides,Vicia,őshonos,50,He,S,ALB,,Allium,5,3,5,6,3,5,4,5,0,2,5,
2686,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia pannonica Crantz,Vicia pannonica,Vicia,rejtett honosságú,70,Th,W,PoM,meghonosodott faj,Allium,4,3,4,4,2,4,4,7,0,2,4,5
2687,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia peregrina L.,Vicia peregrina,Vicia,idegenhonos,60,Th,A,ADV,alkalmi faj,Allium,4,2,,,,,,,,,,
2688,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia pisiformis L.,Vicia pisiformis,Vicia,őshonos,200,He,G,CEU,,Allium,6,3,3,4,2,4,4,7,0,2-3,3,3
2689,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia sativa L.,Vicia sativa,Vicia,idegenhonos,70,Th,W,ADV,meghonosodott faj,Allium,5,4,,5,3,,,7,,3,6,
2690,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia sepium L.,Vicia sepium,Vicia,őshonos,60,He,DT,EUA,,Allium,4,3,5,5,2-3,5,3,7,0,2-3,5,5
2691,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia sparsiflora Ten.,Vicia sparsiflora,Vicia,őshonos,80,He,S,PaB,,Allium,4,2,3,4,2,,5,6,,2,4,
2692,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia sylvatica L.,Vicia sylvatica,Vicia,őshonos,200,He,G,EUA,,Allium,6,3,,6,3,4,,6,0,2,5,
2693,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia tenuifolia Roth,Vicia tenuifolia,Vicia,rejtett honosságú,80,He,DT,EUA,meghonosodott faj,Allium,6,3,2,3,2,3,4,8,0,2,2,2
2694,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia tenuissima (M. Bieb.) Schinz et Thell.,Vicia tenuissima,Vicia,idegenhonos,50,Th,DT,ADV,alkalmi faj,Allium,6,2,,4,,4,,7,0,,5,6
2695,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia tetrasperma (L.) Schreb.,Vicia tetrasperma,Vicia,idegenhonos,60,Th,DT,EUA,meghonosodott faj,Allium,5,4,4,5,0,5,3,6,0,2,4,5
2696,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vicia villosa Roth,Vicia villosa,Vicia,idegenhonos,80,Th,W,EUA,meghonosodott faj,Allium,6,3,3,3,1-2,4,4,7,0,2-3,5,5
2697,Angiospermae,Magnoliopsida,Gentianales,Apocynaceae,Vinca herbacea Waldst. et Kit.,Vinca herbacea,Vinca,őshonos,10,He,S,PoP,,Allium,4,2,2,2,1-2,,4,8,,1,1,
2698,Angiospermae,Magnoliopsida,Gentianales,Apocynaceae,Vinca major L.,Vinca major,Vinca,idegenhonos,40,Ch,,ADV,alkalmi faj,Allium,4,2,,,,,,,,,,
2699,Angiospermae,Magnoliopsida,Gentianales,Apocynaceae,Vinca minor L.,Vinca minor,Vinca,őshonos,30,Ch,C,SME,,Allium,4,2,4,5,3,5,3,4,0,3,6,6
2700,Angiospermae,Magnoliopsida,Gentianales,Apocynaceae,Vincetoxicum hirundinaria Medik.,Vincetoxicum hirundinaria,Vincetoxicum,őshonos,70,He,G,EUR,,Epilobium,5,4,3,3,1-2,3,4,6,0,2-3,3,3
